question,1,2,3,4,answer
The president has been consistent with  his plans to liberalize the nation's foreign exchange markets.,of ,for,to ,with ,with 
Many foreign students coming  from all over the world attend this university. ,coming ,who comes,that has come ,come,coming 
"To finish the task on time, they will have to move forward more quickly  than they have been.",quick ,quickly,more quickly ,the quickest,more quickly 
This house is more spacious than that white one  I rented in New York last year.,that ,it,one ,which,one 
Now is the time to modernize your office system for greater efficiency . ,efficient,efficiency,efficacious,efficiently,efficiency
It is a bad habit to speak ill of those who are absent.,custom ,habit,character ,nature ,habit
Disappointment  mounted as time and again their designs were rejoiced by the sales force.,Disappoint ,Disappointing ,Disappointedly,Disappointment ,Disappointment 
A wide stream of water flowing between banks is called a river .,a lake,a pond,a river,a pool,a river
Attendance records for this class are even higher than they were two months ago .,ago ,before,once ,early,ago 
"He managed to get an appointment with the executive director, who was very busy.",get ,to get,getting ,got ,to get
"The chairman comes from Columbia, which is a Spanish speaking country located  in South America.",locate ,to locate,locating ,located ,located 
"The new employees are used to working  at night now, but they had a lot of difficulties at first.",working ,to work ,to working ,for working,to working 
"When we were college students, we used to  study all night for the exams. ",can ,must,used to ,need,used to 
A side effect  of industrialization is noise pollution.,affect ,result ,factor ,effect ,effect 
The salesman left a good impression on his customers.,idea,assumption,impression,expression ,impression
The discovery was considered very interesting .,interests,interested ,interesting ,interestingly ,interesting 
The audit Department had no comment  on the situation. ,auditors,comment ,interest,decided ,comment 
It is the best response we have had to a fire drill since March of last year.,at,since,until,before ,since
"Because of his tight schedule , Mr Baker will not be able to visit the plant this week. ",Since,According ,Because of,Accordingly ,Because of
The supervisor knows that Mr. Andrew is the only employee that  labored on the weekend.,whose ,whom,that ,what,that 
There are three times as  many workers in 2015 as there were in 2010 in our company.,as,more ,of ,a great,as 
She's lived in Mexico for five years but she still  speaks only a little Spanish.,still,can,yet ,however,still 
Our customer service department is trained to answer every  question you might ask.,neither ,all,every ,both,every 
The local community does not have enough  money to provide necessary furniture to the old school.,many ,enough ,a large number of ,several,enough 
The average price for a used car has fallen by 2% over the last six months.,fall ,fell,felt ,fallen,fallen
The volunteer said she was leaving for Africa without  her husband. without ,not ,even ,without ,ignore,without 
Princeton University was founded  in 1746 as the College of New Jersey.,founded ,found ,fostered ,establishment,founded 
The detective shadowed  the suspect to his apartment. shadowed ,pursuing ,was followed ,shadowed ,shot,shadowed 
"It you are not completely satisfied, you can claim  a full refund. ",insist ,claim ,ask out ,acclaim,claim 
All children remember times when they have  been disappointed with themselves.,have ,will have ,had ,did,have 
Dried flowers can be made by  hanging a bunch of flowers upside down.,if ,by ,with ,after,by 
My mother is  always reminding me to lock the door behind me. ,has ,is ,had ,will,is 
"According to some experts, jogging every day is not as good  for your health as you thought. ",worse ,not as well ,not as good ,not so worse,not as good 
Experts have recommended that the government change its policies. change,to change ,is changing,changes,change,change
People who want to look around the production line must contact  the maintenance staff in advance.,hand in,attend,contact ,provide,contact 
"If  children take the responsibility of caring for a pet, they will learn lots of valuable lessons.",If,In spite of,Although,Before,If 
"If the applicant hadn't come late for the interview, he could have gotten  the job then. ",get ,got,getting ,have gotten ,have gotten 
My family and I are looking forward to seeing  you again.,see ,to see,seeing ,be seen,seeing 
The organization is devoted to finding  new methods for improving public health.,find ,to find,finding ,to finding ,to finding 
Jinny would have cooked a Chinese food for us last night if she had found the proper ingredients.,had cooked ,would have cooked,cooked ,would be cooking,would have cooked
Time is wasted in staff meetings because participants have not studied the issues prior to  the meeting.,in advance,forward,ahead,prior to ,prior to 
They decided to lend me some money when I told them the position I was in.,lending ,to lend,by lending ,lend,to lend
Tom couldn't graduate from the law school because he failed to pass  the final exam.,to pass ,in passing,passing ,be passed,to pass 
We regret to say that the plane bound for Guam will leave two hours behind schedule.,say ,to say,saying ,to be said,to say
Hardly anybody would quarrel with the concept of equal pay for equal work. ,Hardly,Usually,Always,Generally,Hardly
I ask you to spare me some time before you attend  the conference tomorrow.,attend,will attend,to attend ,attending,attend 
Last quarter the rate of inflation rose  by 10 percent.,rose ,raised,has risen ,was risen,rose 
No deposit can be refunded unless reservations are cancelled less than one week in advance .,ahead ,advance ,beforehand ,before,advance 
Good reading habits are an asset in almost  every type of work.,the majority of ,most,almost ,near,almost 
"Were the company to expand overseas, profits  could increase ten to twenty percent.",profitable,profits ,profitability,more profitable ,profits 
Employees generally  appreciate feedback about their performance on the job.,generally ,gradually,gorgeously,gloriously ,generally 
"Apart from making strategies about company policies, the new executive director should give encouragement to the employees.",In case of,Apart from,By dint of,In order to,Apart from
The workers insisted that overtime hours be  fully paid.,am ,were,be ,is,be 
Please leave your number and somebody will call you.,will leave,are leaving,leave,left ,leave
The department began preparing for the move two months ago .,in two months,for two months,two months ago,since two months ,two months ago
The manager can speak five languages fluently .,good,fluidly,fluency,fluently ,fluently 
The people attending the meeting expressed concern about the lack of interest. ,attention,attended ,attending,attentive ,attending
A warning of possible oil shortage was posted on the bulletin board  at the housing department last week.,showcase ,plate ,board ,panel,board 
"Since  I am your longtime satisfied customer, I hope you will give me complimentary coupons and credits.",Provided ,However ,Although ,Since ,Since 
"Since the workshop schedule is still tentative  , we will keep you informed of any changes.",initiative ,imperative ,tentative ,competitive,tentative 
Our office security door is scheduled to be replaced  this week so all staff members are required to return their security cards to the front desk. ,replace ,replaced ,being replaced ,be replaced ,be replaced 
"The board was to review the findings, but now they have put off the date of their meeting.",in,on,off,over ,off
Our analysis shows what  the economic crisis of this year means for our economy.,what ,that ,where ,which ,what 
The post office will be closed at 5p.m. on Thursday due to  holiday weekend. ,since ,due to ,while ,as if ,due to 
"As we were running short of time, we forced Mr. Owens, the chief technician in charge, to stay and work late by himself . ",he ,him ,his ,himself,himself
"If Tom Green officially resigns, Jeff Salas, the president and CEO of the company, is expected to appoint Adam Lopez to succeed Tom Green. ",deposit ,predict ,operate ,succeed,succeed
The company spokesperson said that the company has reported a drop in net income for five consecutive  quarters.,constant ,following ,consecutive ,immediate ,consecutive 
"LCG Corp. is involved in the manufacture, sale, and distribution  of its own home appliances items. ",repetition ,exception ,distribution ,solution ,distribution 
"Prior to  submitting the application, be sure to check all the information carefully in order to prevent future delays and inconveniences.",Prior to ,Since ,Instead ,Unless ,Prior to 
The economic forecast for the next three years is very good.,in,for,after ,during,for
The new man's outburst during the meeting was entirely out of line  . ,it,them ,line ,stock ,line 
The vehicle was in reverse  when he started it up.,retard,retort,retreat ,reverse ,reverse 
"Of all the opportunities he had, that one was the best. ",Of all,In every,With some af,Unfortunately ,Of all
Follow all  steps listed on the first page of the manual and your username does not have to be the same as your website address. ,most of ,all ,much ,almost ,all 
"To stay with local people and gain practical experience, Volunteer helpers work an average of 4 hours per day in exchange for  food and accommodation. ",in exchange for,exchanging of ,with exchange ,exchanges ,in exchange for 
We expect the price of sugar to increase by 25% sometime during  the next year.,to,for,while,during ,during 
"Due to the students with nut allergies, when bringing shared food to school, please refrain  from bringing food that contains nuts of any kind.",result ,benefit ,refrain ,succeed,refrain 
The discounted tickets  for the Auto Show are valid for admission on weekdays from February 2 to 10. ,tickets,ticketing ,ticketed ,ticket ,tickets 
"We, at HTL are convinced  that the new project of the company will succeed. ",convincing ,convinces ,convinced ,convincement ,convinced 
The new video game “Super Junior” will be released in three weeks. ,by ,with ,from ,in,in
"After leaving home, the children hardly ever  wrote to their parents.",hard,hard ever,hardly ever ,hardly never ,hardly ever 
Many cars were on the road last night. There was a huge traffic jam!,They was,There was,There were,They were,There was
My sister is studying French now. Are you in the same class with her,Do,Are,Does,Do,Are
William is very stubborn and will not listen to advice. He went downtown at night even though we told him that it wasn't safe. ,in order that,even if,now that ,even though,even though
The following companies have indicated that they will be introducing  new products at their booth for this year’s event. ,introduce ,introducing ,introduced ,introduces ,introducing 
"When new products are developed, care must be taken to comply  with the corporate policies.",comply,apply ,cope ,dispense ,comply 
The decision to recruit  more workers was based on concerns expressed by the management.,merger ,generate ,recruit ,apply,recruit 
The supervisor himself advised his staff to attend the monthly staff development seminar. ,he ,him ,his ,himself,himself
The school’s educational philosophy is based on the premise that children learn through  hands-on involvement with activities which they are motivated to learn. ,through ,by ,for ,since ,through 
The study is subject to a thorough review by specialists in the field prior to  the publication. ,in fact ,former ,prior to ,wherever ,prior to 
None  of the people in this interview wanted to disclose their names so I could not tape the interview or take pictures for this reason. ,None ,Anyone ,Whoever ,Something,None 
Children will only be admitted into the concert stadium if  accompanied by an adult. ,unless ,now that ,since ,if ,if 
"Among the throngs in the streets is  a gypsy girl, Esmeralda, who earns her living by singing, dancing, and performing tricks.",are,is ,were ,have been,is 
I'd like to call you after work. Do you mind ,Are,Were,Was,Do,Do
They make mistakes because they do not know the procedures.,although ,while,because,unless ,because
They didn't like the plan nor did I.,and,but,or,nor,nor
The new telephone service has not lived up to expectations  . ,experts,expects,expected ,expectations ,expectations 
Governor Carcieri asked who was in charge  during the snowstorm in his absence. ,appreciation ,charge ,description ,apologies ,charge 
In August 2007 the Post Office began an experimental  program selling the plus Zip Code extension to businesses. ,experiment ,experimental ,experiments ,experimented ,experimental 
"Absenteeism is the habit of frequently  being away from work or school, usually without a good reason.",frequent ,frequently ,frequency ,frequented ,frequently 
"NeonHorizon is a small web design company based in Milton Keynes, which specializes in clear and to the point  websites for small businesses. ",grade ,feet ,point ,spot ,point 
"By the time the technicians discovered the computer problems, most of the important files had disappeared  . ",had been disappeared ,have disappeared ,disappeared ,had disappeared ,had disappeared 
90 percent of the respondents said they would undertake the research and development projects as planned  in order to strengthen productivity. ,plan ,planning ,planned ,plans ,planned 
The company has launched an internal inquiry into the disappearance of a computer disk thought to contain highly sensitive  client information. ,sensitive ,courteous ,affordable ,competitive,sensitive 
"The audience thanked her with six standing ovations, which was all the more  remarkable considering that the concert was nearly canceled. ",most of ,all the more ,many more ,too much,all the more 
The department did not receive the without  operation manual and had to work without  it.,to,on,over,without ,without 
The tourist asked which  of the two was the best way to the center of town.,which ,how ,where ,what path,which 
"I hate to complain  , but could you get me the manager",complain ,complaint ,explain ,explore,complain 
This painting is a unique  example of the artist's style. ,unique ,average ,usual ,excellent,unique 
Some of the most popular movies are both  fun and exciting.,ever ,both ,disparagingly ,eventually,both 
Would you mind having your picture taken  with me,taking your picture ,having your picture taken ,being your picture taken ,having taken your picture,having your picture taken 
The population is sparse  in the sandy area. ,scarce,sparse ,meagre ,scanty,sparse 
what  we had done for the last six months was a great achievement and an important step for SAT Committee members.,that ,what ,when ,where ,what 
"Recent economic indicators suggest private spending, slowly recovering from a two-year slump, is gaining momentum  . ",memorandum ,momentum ,weight ,profit ,momentum 
The negotiations have been delayed due to differences on whether or not  to publicize the negotiations. ,that ,whether or not ,because ,if ,whether or not 
The manager emphasized the fact that the new project should be undertaken within the parameters of time and the proposed budget. ,anticipations ,authorities ,preposition,parameters,parameters
"The software produces  good graphics and is equipped with a variety of fancy features, making it the best choice among currently available softwares. ",take,produces ,improves ,assumes,produces 
The child stared out  of the small window in the roof.,in,out ,back ,into,out 
Some people are as reliable and trustworthy as the sunrise.,so,as,too ,like ,as
They stopped along the road to watch the colorful birds feeding in the swamp.,color,colored ,colorful,colorfully ,colorful
"As onlookers watched, the thief leaped  the fence and fled his pursuers.",leap ,leaps,leaped ,is leaping ,leaped 
Patients are told to follow the doctor's advice .,words,advice,advices ,advising ,advice
The student decided to study harder than before.,hard,harder,hardly,more hard ,harder
A crowd gathered to protest the government's decision.,detest,protest,register ,demonstrate,protest
The accountant requested that the client pay his bill immediately.,would pay ,pay,paid ,will pay,pay
i recommend  that he review Chapter 2 of the computer manual.,recommend ,hope,believe ,wish,recommend 
The host insisted that they not leave so early.,them not to leave ,their not leaving,they don't leave ,that they not leave,that they not leave
"The catering company employs more than 5,000 people, most of whom are Mexican Americans.",which ,whom,them ,that,whom
"The faster you finish what you're doing, the sooner you can go home.",sooner ,the sooner,the soonest ,more soon,the sooner
A number of problems have come up in recent weeks.,is ,are,has ,have,have
The package should always  be sent by express mail.,tomorrow ,everyday,always ,monthly,always 
The chief consultant should submit the final report by tomorrow.,in ,by,on ,for,by
Thank you for visiting  my office this morning about your building permit. ,visit,to visit ,visiting ,visitation,visiting 
I'm frustrated  with the present working conditions.,I frustrate ,I'm frustrated ,I've frustrated ,I'm frustrating,I'm frustrated 
They were supposed to send the containers by  ship. ,by ,on ,in ,from,by 
"I think I met her somewhere, but I can't place her.",remind ,reflect ,recollect ,place,place
Autumn is romantic because leaves  are falling all the time. leaves ,leafs ,branches ,leaves ,flakes,leaves 
A blue truck comes around daily to pick up our household garbage . ,trench ,debris ,refusal ,garbage,garbage
Please help me pick out a hat which matches my new dress. ,find out ,turn out ,put out ,pick out,pick out
"Before working here, John was employed by the government. ",employed ,has employed ,is employed in ,was employed by,was employed by
I hope to live  up to your expectations. ,fill ,live ,give ,make,live 
Do you have a phone that I can reach you at ,reach with ,reach to you ,reach at you ,reach you at,reach you at
Her tall and slender figure presented a sharp contrast to her husband's short and plump physique. ,between ,over ,of ,to,to
"As far as  his proposal is concerned, I don't think we can proceed with it at this point. As far as ",When ,Whenever ,As far as ,As soon as,As far as 
The boy with whom  I went to the pop concert is called Volfgang. ,who ,with whom ,which ,that,with whom 
My boss suggested that Alice attend  he meeting.,would attend ,attended ,attend ,attends,attend 
I never feel bad if after trying hard I fail to win a prize: the effort gives me satisfaction.,win ,to win,winning ,won,to win
It is natural that an employee finish his work on time.,finishes ,can finish,will finish ,finish,finish
"If many students maintain such a rigid  perspective, no change in the school fee negotiation will be brought about.",pliable ,flexible ,rigid ,turgid,rigid 
It was decided that  the efforts he made could create new marketing opportunities.,If ,Whether ,that ,what,that 
The witnesses insisted that traffic accident had taken place on the crosswalk.,take ,had taken,took ,will take,had taken
You have studied for three consecutive days; you must  be exhausted!,need ,must ,cannot ,need,must 
"We have launched  an on-line marketing web site, making it possible for consumers to purchase groceries via the Internet.",championed,challenged ,launched ,inaugurated,launched 
The inspectors agreed that this current conversion device is as reliable  as the others they have tested.,reliant,reliably ,reliable ,reliability,reliable 
It may be possible to overcome  this temporary budget difficulty by reducing the part time staff.,overload ,overexpose ,overcome ,overcharge,overcome 
"Although the total sales have steadily fallen over the past six months, the manager is confident that they will recover when the dollar becomes stable. ",confidential ,confident,contingent ,consistent,confident
The rates that reflect  the latest adjustments in your tax bracket are located on page 3 in the booklet.,reflect ,reflects ,reflecting ,are reflected ,reflect 
This tree will bring forth many apples next year.,out,off,forth,along ,forth
There is a chance that they may  be telling the truth.,may ,can,will ,should ,may 
Many new developments make these appliances more attractive to young couples. ,Few,Many,Much,A little ,Many
On a bus or a train one must pay a fare.,fee,fare,charge,money,fare
It will be difficult to get a new telephone operator.,get,to get,for getting ,having to get ,to get
Do not call this number unless it is an emergency.,unless,in case ,besides,otherwise,unless
Consumers have expressed satisfaction with this item.,to,of,from,with,with
The shortest distance between two points is a straight line. ,quickest ,easiest ,farthest ,shortest,shortest
Riding a horse can  be difficult for the beginner. can ,is ,have to ,can ,would have,can 
I couldn't make myself understood  in English.,understand ,understood ,understanding ,to understand,understood 
"The police do not know for sure, but the criminal is assumed to have left  the country.",to be left ,to have left ,that he has left ,leaving,to have left 
The glass vase was always full of  flowers. of ,in,of ,with ,from,of 
We are staying at this expensive hotel for the time being  . for the time being  ,this present ,for the time being ,for keeps ,on occasions,for the time being 
"To reset the machine, press buttons 1 and respectively  . respectively  ",respectably ,respectfully ,respectively ,respecting,respectively 
I'm starving. i could eat  a horse. could eat ,could eat ,am not ,want ,can't be,could eat 
He finished his report last week and has not worked on it since  . since ,after ,since ,by now ,as of now,since 
"In  short, his project was a big failure.",For ,In ,By ,Of,In 
Would you like to take it with you or have it delivered ,deliver it ,deliver to you ,delivering it ,have it delivered,have it delivered
Never leave a young child alone  in a room. ,alone ,isolated ,himself ,lonely,alone 
All sales people are required to attend the conference  . ,argument ,conference ,quarrel ,commune,conference 
"I didn't understand this poem at first , but now it's one of my favorites. ",beginning ,first ,one ,start,first 
A person who works with you on a certain project may be called a colleague  . ,assistant ,deputy ,colleague ,helper,colleague 
Tom is easy to persuade. You have only  to give him a candy bar. only ,ever ,only ,just ,seldom,only 
The threat of nuclear war scares everyone. ,demise ,flight ,decline ,threat,threat
I have never seen such a crazy sight as that of my mother dressed as  a witch. ,with ,to ,as ,of,as 
The solution  to that problem is not as simple as it may seem. ,solution ,solve ,salvation ,solving to,solution 
Every  great chef prepares his or her food in a different way. Every  ,Every ,Any ,All ,This,Every 
"When the couple arrives  , will you put the pizza in the oven ",will arrive ,will have arrived ,arrives ,arrived,arrives 
"Between  the first and the tenth, we expect to receive three new shipments.",After,Since ,Between ,Although,Between 
Children often like  to play rough.,have a preference ,are choosing ,like ,consider,like 
One of our waiters will let you know when your table is ready.,what,who,which,when,when
"While installing a new firewall software, we had our web site repeatedly shut down by a series of hacking attacks.",installed,installing,install,installment,installing
The woman that I spoke to  this morning told me that I didn’t need to see the doctor.,to her,her ,to ,for,to 
There  still remains the problem of locating a site and recruiting extra workers.,It ,That ,There ,They,There 
"The report on the viability of opening a new office in New York should have been finished last month, but more research was still needed. ",finish,finished ,be finished ,have been finished,have been finished
The company emphasized  in the advertisement that it has greatly increased the interior space of the new car.,discerned,approached ,emphasized ,stipulated,emphasized 
CHJ’s affiliates this year dropped to 64 from 97 as it either  sold or merged some operations. ,both ,either ,and ,or ,either 
Google said it planned to notify users when  access had been restricted on certain search terms. ,when ,where,which ,whoever,when 
"To have a lasting  impression on the products, companies put great efforts in making their advertising campaigns as efficient as possible. ",last ,lastingly ,lasting ,lasts,lasting 
The warranty booklet clearly states that the company is not responsible for transportation costs in the event  of a breakdown.,moment,event ,outbreak ,incident,event 
The radio is small enough  to fit in a shirt pocket.,very small,not enough ,small enough ,enough small ,small enough 
He is going to take a trip to Malaysia next year.,traveling,take a trip,take a travel ,taking a trip,take a trip
Those years were not as pleasant as many people think.,nearly,as,much ,such,as
The capital is the largest city in the country.,a largest,the larger,the largest,the most large ,the largest
Look out the window There are over 50 birds on the fence!,They is,There are,There is,It is,There are
Sally went to the dance with Tom. Who did Cathy go with,What,Where,Which,Who,Who
The car stopped because it was out of gasoline.,no,empty,out of,vacant ,out of
Effort to revive the man met with failure.,met,were ,ran ,accompanied ,met
They need to learn about the responsibilities of the union.,of,from,about,through ,about
He was unable to figure out the instruction. ,figure,figure out,decide,check out,figure out
"If you do not know a word, you should look it up in the dictionary.",look around,see it,look it up,look it over ,look it up
It was not clear why the investigator insisted upon having more information.,sought,decided,insisted,requested ,insisted
They left  for Rome last night.,left ,loft,leave ,laughed ,left 
The two monitoring systems are quite different from  one another. ,differ from,different to,different than,different from ,different from 
The director is not familiar with the arbitration clause in the contract.,to,in,with,that ,with
A company's ability to prosper is dependent upon  the quality of its management.,regarding ,in spite of,in addition of,dependent upon ,dependent upon 
The workers met with  management to discuss the new contract.,at,for,with ,under ,with 
The assistant asked for help  with the problem.,help ,helping,helpless ,for help ,for help 
The consultants promised to work  more carefully.,to work ,working,having worked ,would work,to work 
The secretary should finish answering  the letter soon.,to answer,by answering ,answering ,answer,answering 
Be sure to buy high quality products though they are not currently in vogue. ,was ,are,were ,be,are
The company always sends invoices separately  from the book orders unless requested otherwise by the buyer. ,legally ,separately ,diversely ,partially,separately 
The current registration system for cars has been in effect  here for the past seventeen years.,effect ,affect ,affection ,affectation,effect 
Our agency has been charged  with the responsibility of gathering all pertinent information. ,appointed ,hired ,obligated ,charged ,charged 
"If i had worked harder at school, I would be sitting in a comfortable office now.",worked ,had worked,should have worked ,work,had worked
A deposit must be paid to the manager in order to secure one’s reservation.,be paid,be paying,have paid,to pay,be paid
The door won’t open unless the password has been entered correctly.,when,unless,in case,given,unless
Many companies whose success relies on customer loyalty offer incentives and discounts to long-term customers.,that,his,whose,which,whose
Those attending the seminar next week need to contact Ms. Simpson to discuss flight arrangements. ,discuss,talk ,talk to ,tell,discuss
The on-campus stationery is entirely run by students under the supervision  of a few faculty members. ,attendance ,sight ,provision ,supervision ,supervision 
"According to  a low-price policy, we will offer competitive prices and quality services to the customers. ",According to ,Further ,Instead ,However ,According to 
The sign on the board states that valid tickets should be upon entrance to the concert to the man in a black jacket.,appears,looks ,reports ,states,states
Do you like playing tennis,Are,Does,Do,Were,Do
There are many ways to bake a cake.,It is,They are,There is ,There are,There are
In many countries people eat with  chopsticks.,by,with ,through ,having,with 
Some critics only find fault  with the works of others.,fault ,problems ,holes ,errors,fault 
More and more students are leaving  home at an early age. ,staying ,keeping ,leaving ,approaching,leaving 
Both men and women go through a mid-life crisis. ,about ,with ,around ,through,through
One of the most common causes of heart disease is poor diet. One,Two ,Single ,A few ,One,One
All absentees must report themselves  to the personnel office by the end of each day.,be reporting ,report themselves ,have reported on ,report in,report themselves 
The instructor whose  classes many students take is going to be on a TV talk show tomorrow.,whose ,who,which ,his,whose 
"As an added incentive, when you take the survey, your name will be included in a special contest  for three $100 gift certificates redeemable at any of our store locations. ",contestant,contest ,contested ,contests,contest 
Won't you please take a moment to fill out the enclosed survey concerning  your shopping experiences at your local N.K. Men's store,concern,to concern ,concerning ,concerned,concerning 
Their policies are better organized than those of our company.,that ,those,this ,these,those
"The nearer you live to a big city, the more expensive your living costs will be.",near ,nearer,nearest ,nearly,nearer
"According to  the report issued by the accounting department, the net profits of this year increased drastically.",As long as ,Far from,According to ,In case of,According to 
Thank you so much for your patronage  and for the valuable feedback you will provide.,sabotage,patronage ,vantage ,subterfuge,patronage 
"If you leave your name on  the waiting list, you will be served in order. ",in ,for,on ,by,on 
Many employees attended the celebration party.,Much ,Least,Little ,Many,Many
Does she have much collected information,many ,much,a lot ,a number of,much
Banks are a primary source of capital.,of,has,that,where ,of
She had been a design assistant at XYZ Cards for the past year.,in,at,to,under,at
The sporting event took place in spite of the rain.,due to,owing to,because of ,in spite of,in spite of
No one except  Mr. Green came to the meeting.,except ,even,for ,as ,except 
"Faced  with the possibility of forced retirement, he must pass today’'s interview with the management.",Facing,Faced ,Face ,Faces,Faced 
"Although all the tables at Sortino’'s have already been reserved, we can call you in case there is a last-minute cancellation.",therefore,even if,in case,despite,in case
A lack of  rain has caused a water emergency in the area.,in,from ,for,of ,of 
This is the manual about which every employee is talking these days.,about ,about which,which ,which about,about which
"If i were you, I would ask someone to help you with that business plan.",are ,am,were,be,were
"Jeffrey is the most athletic player on the team, and he is also an excellent defender.",types,player,action,characters,player
A banking system that charges  exorbitant fees on overdrafts exacerbates this problem.,charges,awards,treats,supplies,charges 
The bad publicity of the company reached a crescendo when it was subject  to an unforgiving undercover BBC documentary last year.,eligible ,bound,subject ,supposed,subject 
"We don't just deal  in sports but also police the abuse of company brands, logos and trademarks across the web.",deal,give,take,get,deal 
Many companies have excellent health care programs so as to appear attractive to new staff.,attractive,attracting,attracted,attraction,attractive
"The company tried to buy Twitter late last year for an estimated $500 million in stock, but the offer was rebuffed .",remained ,retrieved,rewarded,rebuffed ,rebuffed 
We have announced that new money is available for museums to purchase  those treasures for their collections.,expend ,produce,purchase ,cost,purchase 
"Revenues are rising, costs are falling and first-half profits are expected to be at the top end of forecasts.",profits,expenditures,availabilities,damages,profits
Four people were tried  on charges of purchasing firearms and ammunition and smuggling them to the Republic of Ireland.,acquitted,tried ,released,sentenced,tried 
"Demand for the use of vans is falling as spending stalls, the property market struggles, and companies collapse.",proliferate ,collapse,flourish,prosper,collapse
Long Term Capital Management was bailed  out solely to prevent the spread of the liquidity crisis.,given ,put,bailed ,rescued,bailed 
"The pharmaceutical industry includes companies which differ hugely in size, work in many different spheres, and do quite different things.",include ,includes,including,inclusion,includes
"Regulations also impose  mandatory training requirements on aircrew, and staff working for in-flight catering companies and cargo companies.",impose,oppose,compose ,suppose,impose 
"With management conceding  deteriorating conditions and with the valuation at the high end, shares have been downgraded from ""hold"".",concedes,to concede,conceding ,conceded,conceding 
We recognize that you are looking for a career path with opportunities  to grow personally and professionally.,accountabilities ,vulnerabilities,responsibilities,opportunities ,opportunities 
"We currently seek a Front End Developer who wants to work in a fun, collaborative  , and fast paced environment.",corrosive,comparative,collaborative ,coercive,collaborative 
"The insurance companies have done a great deal in recent years, appointing investigators, gathering  evidence and secretly filming such incidents.",gathering,processing ,possessing,generating,gathering 
Helen is looking for someone to give her a ride to the airport tomorrow morning. ,herself,hers,her,she,her
Ken agreed to accompany his manager on a trip to Europe to conclude a business contract.,accompany with,accompany to,accompany by,accompany,accompany
"You should vote for whomever you choose, regardless of what your friends say.",that,which,whose,whomever,whomever
Procrastinators are famous for  letting work pile up.,at ,with ,for ,about,for 
Older children are usually independent of their parents.,from,with,of,by ,of
"The commission proposed  that remuneration should be fully disclosed, and decided by the board and ""not delegated to senior management"".",supposed ,opposed,imposed,proposed ,proposed 
I'm pleased to announce  that Stephen Jenkins has been named manager of the Investment Products Division. ,promote ,announce ,ascend,raise ,announce 
"In other words, globalization has been wonderful  for anyone with a special talent capable of generating incremental revenues. ",dreadful ,plentiful,wonderful ,woeful,wonderful 
"We haven't heard anything from Mary yet. She hasn't written a letter, nor has she called. We're getting worried.",although,nor,yet,or,nor
"As soon as the products arrive , she will dispatch them to the proper department.",will arrive ,arrive,is arriving ,arrived,arrive
Smaller companies that could not embark on such projects on their own  have joined forces to set up workplace nurseries.,part ,one,themselves,own ,own 
"Nursing and residential homes, like any other businesses, incur  vAT on many of the purchases that they make. ",incur,occur,recur,decor,incur 
"If the chairman thinks you are suitable for the public relations position, he will contact you to schedule a second interview. ",If,Though,Whether,While,If
It is general knowledge that solar power is more efficient than coal or oil-based power.,that,as,than,to,than
Return all completed forms in the enclosed envelope by January 12.,by,on,for ,until ,by
Students are required  to provide identification before entering the stacks of Macintyre University’s library.,applied,required ,submitted ,interviewed ,required 
"For the researcher, a properly maintained notebook can be a source  of useful information for many years.",variety,resource ,source ,choice ,source 
"If she had known that it was going to rain, she would have brought her umbrella.",knows,known ,has known,had known,had known
We need both the name and the address of the individual in order that our computers can trace a person's records. ,in order that,in order to,therefore,such,in order that
"Our 54 member companies include distillers, blenders, bottlers, and brokers of Scotch Whisky, representing  around 90% of the industry.",represent ,represents,representing ,to represent,representing 
Turn off the light when you leave the room.,in,off,over,under ,off
We have tried  to establish a friendly relationship with that country for the past two years.,try ,are trying,have tried ,will try,have tried 
The apartment that  Mr. Carter lives in is not very large.,where ,that ,of ,there,that 
No sooner had she finished her study abroad than she came back to her country. ,Sooner,The sooner,Any sooner,No sooner,No sooner
"Although I knew that profits were poor, never did I think things would get this bad.",I thought,did I think,thought I,I think,did I think
There was a big argument about whether we should expand the company.,if,whether,that,what,whether
"If she had known that the weather was going to be cold, she wouldn't have booked the holiday.",knew,has known,knows,had known,had known
Lower-income households often have to choose between investing in safety equipment or purchasing the other necessities  of life.,meanings ,courses,accessories,necessities ,necessities 
"The palace has extensive  gardens, a maze, and tennis courts.",tentative ,intensive,extensive ,pensive,extensive 
However the dealer won’t replace the faulty  shock absorber under warranty without the consent of Lotus Cars.,faculty ,faulty ,poultry,flurry,faulty 
The water companies' lack of understanding of the situation of small businesses is staggering .,stagger ,to stagger,staggering,staggered,staggering
Corporate brokers may also attend institutional meetings and press briefings as directed by their clients  who are the companies.,employees ,opponents,clients ,customers,clients 
Representatives from sham companies posing as legitimate  suppliers will approach traders at all levels of the supply chain.,legislative ,legislature,legible,legitimate ,legitimate 
Bruce’s sales performance  over the past year has averaged twenty-five percent higher than any other sales representative.,perform ,performs,performing,performance ,performance 
"Stock market experts said they were not surprised by savers returning to the stock market, despite its volatile  performance.",vogue,vulgar,volatile ,versatile,volatile 
"Had I not been at the presentation on that day, I would not have met Susan and Peter. ",were,be ,been,am,been
What is the best way to get to  City Hall,at,to ,over ,on with ,to 
"In this section, you'll find an array of fantastic  matt merchandise from mugs to books or prints to greetings cards.",fantasy,to fantasy,fantastic ,fantastically,fantastic 
