question,1,2,3,4,answer
"As of yesterday, twenty-two companies from [MASK] industries have already confirmed their participation to the fourth annual career fair in May. ",intent ,various ,outright ,favorable,various 
The replacement of outgoing senior project manager Dong-il Kim will be [MASK] announced at the company dinner tomorrow evening. ,formal ,formally ,formalism ,formalness ,formally 
"To improve passenger safety, security guards will [MASK] conduct bag inspections at all entry points of the train station. ",anxiously,expectantly ,regularly ,delicately,regularly 
Jonathan Moore was transferred from the research department because management decided to assign [MASK] to lead a construction project in Qatar. ,him ,he ,his ,himself,him 
"After [MASK] to hire a professional planner for the company gala, Marion Gonzales worked on finalizing the event’s guest list. ",decision ,decided ,deciding ,decide,deciding 
Dr. Reinhardt [MASK] in oral surgery procedures and has published numerous articles on a variety of dental topics. ,generates ,identifies ,establishes ,specializes,specializes
"The package that the receptionist signed for this morning was delivered on time, but the secretary noticed that [MASK] had been tampered with. ",it ,itself ,she ,herself,it 
Ken Yoshida has been assigned to write a summary of all the issues [MASK] were discussed at yesterday’s meeting. ,that ,what ,these ,when,that 
Ms. Maurice would like to [MASK] her booking for the cruise because a friend wants to accompany her on the trip. ,reposition ,change ,overturn ,revitalize,change 
"At Glendale Department Store, the special discount offer of 30 percent off on men’s and women’s apparel is [MASK] for orders of 500 dollars or more. ",valid ,correct ,solid ,potent,valid 
"Mr. Wang is knowledgeable in the latest graphic design programs, but [MASK] other applicants, he did not graduate from a top university. ",about ,unlike ,without ,except ,unlike 
"In most pre-school centers for children with learning disabilities, trained teachers conduct guided reading sessions [MASK] groups. ",over ,in ,onto ,to,in 
African leaders at the Global Summit collectively agreed to strengthen [MASK] in trade and tourism. ,cooperatively ,cooperation ,cooperated ,cooperates ,cooperation 
Additional amenities for dinner and cocktail catering packages are free of [MASK] for events with two hundred guests and up. ,evaluation ,obligation ,power ,charge,charge
Participants are requested to give brief introductions of themselves [MASK] the beginning of the photography workshop. ,with ,at ,since ,against,at 
"Calchas Learning Center will offer a variety of crafts classes this summer, [MASK] knitting, basket making, and glass painting. ",include ,includes ,including ,included,including 
Fashion consultant Daisy Groff wrote in the latest edition of Mode Magazine that price does not [MASK] mean that a product is of high quality. ,necessarily,mechanically ,mutually ,profitably ,necessarily 
"The proposed changes to the blueprint comply with the state’s new zoning law, an explanation of which is included in the [MASK] analysis. ",revise ,revising ,revised ,revision ,revised 
Our client carefully studied the real estate development contract with an attorney before telling our representative that he [MASK] the terms and conditions. ,attracts ,connects ,accepts ,embraces ,accepts 
"Because economic conditions have made traveling expensive, Hecuba Tours has designed European travel packages that are [MASK] for tourists on a budget. ",ideal ,idealist ,ideally ,idealization,ideal 
All field engineers must update the project manager on the status of their respective assignments [MASK] week. ,while ,every ,rather ,further,every 
"Due to the [MASK] renovations in the WireTelecom lobby, the customer care office will temporarily conduct business on the second floor of the building until next week. ",ongoing,considerate ,devoted ,everlasting ,ongoing 
The user’s manual that came with your refrigerator provides detailed instructions on [MASK] to defrost and clean your freezer. ,how ,so ,much ,well ,how 
Customers of Penn Street Café are advised not to leave [MASK] valuables and personal belongings unattended while in the coffee shop. ,them ,theirs ,their own ,themselves,their own 
A special type of rechargeable battery available in most supermarkets must be [MASK] correctly into the digital camera for it to function. ,committed ,confined ,loaded ,invited,loaded 
"During the advertising campaign for TechWork’s new music player, staff members were so busy that they [MASK] had time for a coffee break. ",hard ,hardly ,harder ,hardest ,hardly 
"Since the primary responsibility of the position involves liaising with clients, priority will be given to candidates [MASK] are excellent communicators. ",who,whom ,them ,they,who 
The human resources manager will be busy over the next two weeks [MASK] applicants to fill several customer service representative openings. ,interviewing ,interviewed ,interview ,interviews,interviewing 
The Sharp Eye seminar scheduled for June 1 to 3 is intended for professional [MASK] who would like to learn advanced techniques. ,photograph ,photographed ,photographers ,photographing,photographers 
Staff members who tested the recently [MASK] database management software will be asked for feedback on Friday. ,create ,created ,creation ,creator,created 
Survey results show that many people still want to relocate to London [MASK] living costs in the city have risen sharply in recent years. ,although ,whereas ,once ,wherever ,although 
The president promised to launch more community programs and create employment opportunities to improve the citizens’ [MASK] of living. ,classification,border ,standard ,tolerance ,standard 
We understand you want a refund because the actual color of the bag is slightly different from the one [MASK] in the brochure. ,pictured ,dictated ,imagined ,committed,pictured 
Dr. Heavens must pay for the plane ticket in full [MASK] the end of the day to avoid forfeiting the flight reservation. ,by,among ,against ,with,by 
"Soon after arriving at the construction site, the contractor [MASK] all the steel workers to check whether they were wearing the proper safety gear. ",gathered ,dispersed ,distributed ,accumulated,gathered 
Novice reporters undergoing an internship at this news agency will not be permitted to write investigative articles on [MASK] own. ,their,they ,them ,theirs ,their 
"After the success of Eudoros Foundation’s first auction, public biddings to raise funds became a [MASK] held event for the organization. ",certainly,regularly ,primarily ,basically ,regularly 
"Gerry Holmes was assigned to check the venue of the seminar, [MASK] Lester Dickens was ordered to confirm the attendance of speakers. ",during ,while ,due to ,unless,while 
"Guests may store personal belongings in their rooms, but Reagan Hotels will not take [MASK] for any loss of valuables. ",responsive ,responsibility ,responsible ,responsibly,responsibility 
"For seven years, Leticia Taylor has been giving monetary donations to numerous environmental groups to [MASK] the conservation of Australian rainforests. ",trust ,count ,occupy ,support,support
"While Mr. Hudson was on a business trip, the assistant branch manager handled the [MASK] of Spencer’s Supermarket. ",operates,operative ,operations ,operational ,operations 
Pocholo Cleaning Services’ [MASK] use of supplies and employment of reusable implements resulted in a 20 percent decrease in operating expenses. ,economy ,economical ,economist ,economically,economical 
"Employees are asked to create weekly progress reports, so that the management can measure their productivity [MASK] . ",eloquently ,unexpectedly ,noticeably ,efficiently ,efficiently 
"Darren Foster will conduct an [MASK] of the commercial property on Briseis Boulevard, which previously operated as a restaurant. ",interest ,exception ,appraisal ,impact,appraisal 
Erik Jussila first took [MASK] measurements of the room area before going to the store to purchase wallpaper. ,plain ,distinct ,constant ,accurate,accurate
The Independent Film Writers’ Alliance is organizing a forum in February to [MASK] the latest industry trends. ,discussing ,discussed ,discussion ,discuss,discuss
"The event organizers are convening today because the final raffle event is fast [MASK] , but ticket offices report that there are still many unsold tickets. ",approaching ,attracting ,escaping ,settling,approaching 
"Pop fans [MASK] accepted the new album of Wendy Jackson, who took a long break from the music scene after giving birth to her first child. ",positive ,positively ,positivism ,positivist ,positively 
White Detergent recorded a 20 percent increase in sales last month [MASK] its effective advertising campaigns. ,aside from ,instead of ,because of ,as for,because of 
"If the motor shop finishes the repainting job by Friday afternoon, the vehicle may be released the [MASK] day. ",favorable,following ,common ,leading ,following 
" [MASK] its inception in 1985, Gonzaga Tailoring has been the leading maker of business suits in Brazil. ",Before ,Since ,For ,On ,Since 
"During the presentation, researchers discussed the [MASK] of survey methods used for study. ",separation,obligation ,possibility ,reliability ,reliability 
"While the funds are still being collected, the neighborhood association meets [MASK] to plan improvements for the community. ",occasional ,occasion ,occasionally ,occasions,occasionally 
The video presentation featured during the anniversary party was dedicated to the [MASK] staff members of the accounting firm. ,retracted ,activated ,separating ,outgoing,outgoing
Imbrius Shipping plans to redesign its Web site before the end of the year to make its services and information more [MASK] to customers. ,accessing ,accessibly ,accessible ,accessibility,accessible 
"Every quarter, the department store publishes a comprehensive online product catalog that lists the prices of [MASK] discounted items and regularly priced items. ",neither,where ,both ,either ,both 
"Please label the folders [MASK] , so that it will be easier for the manager to find the documents he needs. ",preferably ,accordingly ,especially ,consequently ,accordingly 
The completion of the Priam Bridge restoration will be the [MASK] priority of Menelaus Construction over the next few months. ,urgent ,most urgent ,more urgent ,urgently,most urgent 
The [MASK] of Kryston Bank’s financial services into the rural region has resulted in the improvement of Sinchula province’s agricultural industry. ,expand ,expensive ,expandable ,expansion ,expansion 
 Kathleen Baker is scheduled to give a detailed [MASK] next week on Odysseus Communications’ new line of mobile phones.,entrance ,situation ,appearance ,presentation,presentation
"Located in the south, Bristow is a small city with a local government that [MASK] various awards for good governance over the past three years. ",receive ,receiving ,has received ,will receive,has received 
"The cost of raw materials has been increasing over the past few months, with the result that steel prices have climbed [MASK] in Europe and Asia. ",legibly ,firmly ,intently ,sharply,sharply
The launch date of Thetis Express’ online remittance service [MASK] with the company’s fortieth foundation anniversary. ,gathers ,exhibits ,coincides ,accompanies,coincides 
"[MASK] large oil companies have cut back fuel prices, transport firms have yet to reduce fare rates. ",Although ,Either ,However ,Also,Although 
"Residents, who have been supportive [MASK] the homeowner’s association chairman, donated funds for her clean and green campaign. ",of ,on ,within ,over,of 
Mr. Ervin’s research team was commissioned to [MASK] collect and analyze data on current health care practices in Mexico City. ,systematically ,extremely ,longingly ,warmly,systematically 
The [MASK] weather conditions made the Bamboo Festival last weekend an enjoyable experience for residents and visitors alike. ,caring ,responsive ,favorable ,considerate,favorable 
Klims Mining will recruit additional [MASK] officers to ensure effective prevention of workrelated accidents. ,safe ,safely ,safety ,safest ,safety 
"Aside from prescription medicines, a [MASK] diet and regular exercise are effective means to reduce cholesterol levels. ",presented,concerned ,habitual ,healthy,healthy
"A recently published report states that a popular herbal supplement does have side effects, but it does not [MASK] vomiting in those who take it as directed. ",induce,persuade ,transform ,dispose,induce 
Passengers waiting on the platform were informed that the train [MASK] in Bucharest would arrive late due to a technical problem. ,originated ,will originate ,originates ,originating,originating
"Until the company’s obligations and liabilities are met, the purchase of new office equipment and furniture is considered the lowest [MASK] . ",distress ,change ,guide ,priority,priority
"Part of Phuket’s urban development plan is the establishment of [MASK] centers, business parks, and high-end residential subdivisions in selected towns. ",commercially ,commercialize ,commercial ,commercialism,commercial 
"[MASK] the revisions to the employee manual have been completed, the new office policies will take effect immediately. ",Once ,Despite ,Following ,Although,Once 
The CDTV Broadcasting Network in Vietnam has [MASK] rights to air selected reality television shows of USA’s Studio 1 Channel. ,malignant ,pleasing ,elegant ,exclusive ,exclusive 
Mr. Orlando said that he would send the [MASK] purchase agreement to our office next Thursday. ,modifies ,modified ,modifying ,modification,modified 
A report published in a major newspaper stated that more than twenty companies listed on the stock exchange have issued dividends to [MASK] shareholders. ,they,their ,them ,themselves,their 
"Unless the contracting company agrees to the discount requested by Mr. Taylor, he will not be able to stay [MASK] the budget. ",along ,within ,below ,toward,within 
"As part of its long-term goal to expand overseas, Valwick Industries is ready to [MASK] an office building and a factory in Ho Chi Minh. ",purchased ,purchase ,purchasing ,purchases,purchase 
"In her new book, Holly Pearson wrote about her experiences while traveling along the ThaiMalaysian [MASK] . ",sequence ,category ,position ,border,border
"[MASK] the Mexican Peso strengthens against the US Dollar, manufacturing companies will be expected to recover from losses caused by currency devaluation. ",Once ,During ,Without ,Although,Once 
The information technology staff has [MASK] adapted to the changes in the department’s quality assurance methods. ,enormously ,gradually ,hourly ,busily,gradually 
Richard Boyce signed the lease [MASK] prepared by the owner after carefully studying the terms and conditions specified in the document. ,contraction,contracting ,contracted ,contract,contract
The auditor who carefully examined the firm’s financial records to verify their accuracy reported that thousands of dollars could not be [MASK] for. ,tabulated ,accounted ,scattered ,extracted,accounted 
An important safty [MASK] to consider when designing toys for young children is that the toy’s parts must not be so small so as to be easily swallowed. ,property ,ratio ,course ,measure,measure
The manager was held [MASK] for profit losses suffered by the Dayton Grill restaurant in the past quarter. ,responsive ,responsible ,response ,respond,responsible 
"As part of the university’s calendar for supplementary sessions, the Marketing Research Institute will host a discussion [MASK] new data gathering methods. ",along ,of ,beside ,to,of 
"Aside from her regular teaching job, Ms. Nguyen tutors some students in mathematics as an [MASK] source of income. ",obedient ,influential ,additional ,exaggerated,additional 
This is to inform you that the main elevator will be temporarily out of service from May 15 to May 25 due to repair [MASK] . ,worked ,was working ,will work ,work,work
Lucy removed the stain from the microwave oven [MASK] when she followed the cleaning instructions in the manual. ,easy ,ease ,easily ,eased,easily 
The composer has [MASK] the use of a previously recorded song for an environmental campaign to be spearheaded by Bio-Watch Organization. ,authorized ,declared ,prepared ,diagnosed,authorized 
Mr. Zavala makes it a point to set aside an hour a day to engage in recreational activities [MASK] his busy work schedule. ,in spite of ,so as to ,in place of ,with regard to,in spite of 
The Ministry of Trade and Industry set up a price [MASK] team to prevent retailers from overpricing consumer goods. ,has monitored ,will monitor ,monitored ,monitoring ,monitoring 
The [MASK] behind the company’s decision to venture into the hotel industry was explained during the press conference. ,reception ,conclusion ,rationale ,activity,rationale 
The bank’s profits for the present quarter have [MASK] by twenty-five percent as a result of unpaid interest on mortgage loans. ,plunged ,trickled ,attempted ,hastened,plunged 
"We apologize for the delayed notice, but all hotel function rooms will be [MASK] from December 28 to January 17. ",unavailable,pessimistic ,deleted ,detachable,unavailable 
Malaysia launched a tourism campaign as a means of [MASK] foreigners to visit the country. ,attracting ,attract ,attracted ,attractive,attracting 
Dennis plans to submit [MASK] project proposal on increasing product awareness in targeted regions to the marketing manager as soon as it is finalized. ,he ,his ,himself ,him,his 
"According to the information board at the city bus terminal, buses bound for Orchard Road and Bridgeway Park are [MASK] to depart every hour. ",scheduled ,designed ,accepted ,elevated ,scheduled 
Panbert Holdings has [MASK] won the bid to acquire S-TeK Systems from Boxland Corporation. ,kindly ,seldom ,recently ,alternately,recently 
"To resolve common printer problems, please refer to the [MASK] found in the printer’s manual or use the troubleshooting software that came with your equipment. ",instructive ,instructively ,instructions ,instructed ,instructions 
"For individuals who plan to start an entrepreneurial venture, it is always [MASK] to seek professional advice before making important decisions. ",loyal ,enlightened ,durable ,helpful,helpful
"Although the auction house did not advertise the collection of art objects, [MASK] onehundred art enthusiasts and antique collectors attended the public sale. ",nearly ,mostly ,farther ,even,nearly 
I would like to request your honorable [MASK] at the inauguration of the town’s public library next week. ,reaction ,image ,presence ,talent,presence 
Passengers [MASK] flights were delayed last night were given meal vouchers and hotel accommodations. ,that ,whom ,who ,whose,whose
"During the workshop on composing musical forms, participants were asked to listen to a classical composition [MASK] and to take note of its arrangement. ",dependably ,explicitly ,compactly ,attentively,attentively
"If you are planning to relocate, please follow the [MASK] for telephone line cancellation specified on the reverse side of your copy of the contract. ",accomplishment ,procedure ,dictation ,procurement,procedure 
Licensed accountants with adequate work experience and [MASK] academic records are preferred for this position. ,excelled ,excelling ,excel ,excellent,excellent
The booming real estate industry in the provinces [MASK] the size of agricultural lands to shrink over the past years. ,is caused ,has caused ,causing ,causes,has caused 
"For this week only, Optical Station on Main Avenue is offering a 20 percent discount to customers [MASK] a pair of eyeglasses or a set of contact lenses. ",purchasing ,purchased ,purchase ,purchaser,purchasing 
"Rivettes, a [MASK] dealer of home and office furniture in Southeast Asia, is expanding into the United States. ",lead,leading ,leadership ,leader,leading 
The Laotian government has a 4-month timetable to complete the renovation of the National Convention Hall in [MASK] for the international business summit. ,prepares ,prepared ,preparedness ,preparation,preparation
"Rose suggested sealing all the application forms in one red envelope, so that the manager may identify them [MASK] . ",firmly ,frankly ,easily ,extremely,easily 
"Books and magazines purchased through the Books Online website may be paid for [MASK] credit card, bank transfer or electronic fund remittance. ",as ,to ,by ,of ,by 
Cashiers and salespeople [MASK] worked during the weekend sale received cash incentives from the store’s management. ,who,whose ,which ,whatever,who 
Included with your order is an invoice detailing the quantity and cost of each item ordered and the total shipping and delivery [MASK] for the package.,charges ,concessions ,commitments ,duties,charges 
Prices of fruits and vegetables [MASK] stable since the government provided subsidies to farmers. ,remain,have remained ,remained ,will remain,have remained 
"The executive director mislaid his handwritten speech, but a cleaning woman [MASK] the missing draft in the conference room. ",finding,found ,to find ,find,found 
"Despite his limited work experience, Justin’s [MASK] determination to acquire the needed knowledge and skills has helped him gain recognition. ",normal ,demanding ,temporary ,strong,strong
"After [MASK] analyzing the experiment results, the scientists are now ready to draw conclusions from the study. ",carefully ,careful ,care ,cares,carefully 
"According to the Transport Bureau, many traffic rules have been [MASK] by motorists over the past years. ",dedicated ,pretended ,ignored ,digested,ignored 
Century Technology Industries has become increasingly [MASK] on issuing stock and obtaining foreign investments to raise capital for continued expansion. ,depend ,dependent ,dependency ,depends,dependent 
The customers' personal information is [MASK] by the website and stored in a database on a company server. ,collected,collecting ,to collect ,collect,collected 
The government has set the end of the month as the [MASK] for applying for inexpensive health care. ,margin,terminal ,limitation ,deadline,deadline
The author of the best-selling detective fiction series [MASK] his last novel to an individual that no one knew. ,focused,apportioned ,dedicated ,proclaimed,dedicated 
Fixmate Hardware signed consignment [MASK] with a natural stone supplier and two bathroom fixture manufacturers. ,explorations ,schedules ,posters ,agreements,agreements
Property developers are [MASK] to hire new employees due to the industry’s slow growth in the last two quarters. ,hesitated ,hesitation ,hesitant ,hesitate,hesitant 
The board [MASK] appointing a temporary head after the sudden resignation of the company director. ,recommendation,recommended ,to recommend ,recommend,recommended 
"After a short [MASK] , the radio announcer resumed giving updates on the results of the national election. ",standstill ,vacancy ,interval ,extent ,interval 
It will take a few months before the company can integrate networking solutions [MASK] its regular services. ,toward,along ,beyond ,into,into
"The [MASK] tablet device from Wickworks Company has improved in appearance, but its functions are unchanged. ",late,later ,lately ,latest,latest
Almost all of the major companies in the region plan on [MASK] to the relief efforts in the hurricane-stricken area. ,contributes,contribute ,contributing ,contributed,contributing 
The laboratory returned the shipment [MASK] the purchasing officer discovered that the wrong items had been sent. ,until,when ,although ,whether,when 
The winners of the photojournalism contest said that their [MASK] were taken with the newest camera equipment. ,photographs,photographer ,photography ,photographed,photographs 
A(n) [MASK] of seasonal fruits and vegetables is on display in the supermarket's produce section. ,designation,duration ,selection ,asset,selection 
Neil Torres considers himself [MASK] to be one of the few selected to transfer to the company's new overseas branch. ,wealthy,temperate ,fortunate ,incidental,fortunate 
"Due to the prevalence of bag snatching cases in the mall, shoppers are advised to [MASK] an eye on their bags and other personal belongings. ",enjoy ,have ,control ,keep,keep
Those who plan to join in the diving expedition this afternoon may either bring their own equipment [MASK] rent it from the resort’s gear rental shop. ,or ,nor ,but ,yet,or 
"At the grand opening of B3 Pub, the Taiwanese band performed on stage to [MASK] their latest album. ",promote ,correct ,invite ,position,promote 
Census takers have [MASK] the data they collected and reported that the city’s population growth for the year was below the rate recorded in the previous year. ,detained ,compiled ,excluded ,commended,compiled 
"Mr. Bentley, the department supervisor, is strict with workers who are remiss in their duties, and constantly reminds them to do their work [MASK] . ",sensitively,lively ,properly ,decisively,properly 
The management has strongly advised employees to avoid making personal calls and [MASK] private visitors during office hours. ,receive ,receiving ,received ,receives,receiving 
"After receiving the inspector's report, the manufacturer immediately [MASK] with regulations on equipment maintenance. ",associated,provided ,complied ,tampered,complied 
"[MASK] having the report published, the editor requested the proofreaders to give the manuscript a final check. ",Through,Due to ,Besides ,Before,Before
"Next month, the CEO [MASK] a committee to evaluate the present salary and benefits package. ",had created,was creating ,creating ,will create,will create
Today’s weather in Danang will be [MASK] cloudy with scattered thunderstorms in the afternoon. ,partly,parts ,part ,parting ,partly 
The hotel manager instructed the staff to make certain that the function room is [MASK] before the guests begin arriving for the reception in the evening. ,received,ready ,near ,considered,ready 
"[MASK] plans for the next fiscal year were being made, another team was evaluating concluded projects. ",Despite,While ,Unless ,Concerning,While 
"When the lights suddenly went out during the meeting, an assistant [MASK] groped for the light switch. ",blindly,blinded ,blind ,blinding,blindly 
The production staff [MASK] believes that they should have retested the product before releasing it. ,almost,daily ,more ,now,now
"If you plan to register for the upcoming seminar, please [MASK] us with your contact information. ",provide,to provide ,providing ,provided,provide 
Members of the online employment community support [MASK] with information on job vacancies. ,another,other ,each other ,the other,each other 
The company is so trustworthy that it does not need to hire celebrities to [MASK] its products. ,sustain,alleviate ,endorse ,permit,endorse 
The agents’ [MASK] productivity over the past year led to Nyx Travels’ decision to raise the sales commission by five percent. ,increased,occupied ,contained ,approached,increased 
A dramatic decline in the company’s stock prices is good reason for the board of directors and management to convene [MASK] . ,productively ,formerly ,immediately ,boldly,immediately 
"Currently showing in theaters, the prizewinning multi-million dollar film “Fireflies” is an [MASK] of the Spanish novel written by Raul Solis. ",accommodation ,elegibility ,adaptation ,inequality,adaptation 
Workshop participants were informed that the training would not focus [MASK] on mobile phone technology. ,annually,easily ,unbearably ,solely,solely
The advertising agency [MASK] garnered the most awards produced a series of television commercials on family values. ,that,whom ,who ,whose,that 
The business phonebook lists thousands of companies specializing in a [MASK] of products and services. ,mixture,uniformity ,variety ,difference,variety 
"[MASK] explaining the dangers of taking supplements, the article pointed out that some companies sell fake vitamins. ",By means of,In addition to ,Even though ,As soon as,In addition to 
The artist whose works are on display has a preference for paintings with a [MASK] tree as the subject. ,compatible,solitary ,casual ,hostile,solitary 
The [MASK] donor gave the foundation millions of dollars to assist the poor and the disadvantaged. ,generous,generously ,generousness ,generosity,generous 
The chief executive officer said in a televised interview that details about the acquisition of the company will remain [MASK] until the particulars have been finalized. ,inseparable ,familiar ,unreserved ,confidential,confidential
"In compliance with Star Airlines’ policies, Adele Lovato paid a service charge for the changes made to the original [MASK] of her European trip. ",update ,manual ,position ,itinerary,itinerary
The Internal Revenue Service [MASK] assists tax payers who are unfamiliar with the process of filing an income tax return or who have retirement and pension questions. ,frequents ,frequently ,frequenting ,frequentness,frequently 
"In a recent survey, respondents said that they were more interested in functional rather than [MASK] products. ",innovative,fertile ,original ,rational,innovative 
Hundreds of wealthy patrons attended the [MASK] to bid on a collection of rare paintings and sculptures. ,auctioned,auctioning ,auctioneer ,auction,auction
"[MASK] taking office, the new mayor immediately installed a hotline to allow residents to speak directly to him. ",Throughout,Until ,Within ,Upon,Upon
"Mr. Baines would like to attend the conference on Wednesday, but he will be [MASK] Ohio to meet with a branch head. ",at,in ,by ,with,in 
New employees [MASK] scheduled trainings with Mr. Davidson in the first week of their probationary period. ,attends,attending ,attend ,to attend,attend 
The CEO picked Jeremy Torres and Susan Warren to undertake the campaign as they [MASK] assignments quickly and thoroughly. ,introduce,accomplish ,procure ,postpone,accomplish 
The painter whose works were featured in last week’s exhibit is also [MASK] of the recipients of the Independent Film Awards. ,one ,none ,anyone ,someone,one 
The HRD staff member has checked the applicant’s aptitude test and [MASK] the results to the managing editor. ,continued ,extended ,highlighted ,forwarded,forwarded
"During the class, Professor Pavone presented every [MASK] of the recent study on greenhouse gases. ",details ,detail ,detailing ,detailed,detail 
"Because the finance officer and the client were both busy, they discussed the project proposal [MASK] lunch. ",over,under ,between ,toward,over 
The financial institution [MASK] the small business owner a loan soon after he submitted his application. ,pardoned,recognized ,granted ,alleviated,granted 
Thousands of customers withdrew their money in [MASK] to an announcement that the bank was in trouble. ,counter,apology ,support ,response,response
"The contract has been [MASK] to the office by a speedy messenger, but the recipient has yet to respond. ",deliver,delivering ,delivered ,to deliver,delivered 
The customer care department is [MASK] collecting information from shoppers in order to improve the store's services. ,continually,infrequently ,marginally ,decisively,continually 
The [MASK] have arrived and the courier would like us to inspect the contents before he continues on his route. ,packaged,package ,packages ,packager,packages 
The farmers requested the government to provide agricultural [MASK] after the typhoon destroyed nearly half of their crops. ,measures ,subsidies ,rations ,souvenirs,subsidies 
David performed so [MASK] during the internship that the company offered him a parttime position at the end of the training. ,well,soon ,slowly ,assertively,well 
"To increase security at the museum, the curator requested the purchaser to order the [MASK] spotlights available from their lighting supplier. ",brightens ,brightly ,brightest ,brighter ,brightest 
Copperham Museum will present works of European painters and sculptors in the upcoming [MASK] of Western art. ,exhibiting ,exhibition ,exhibited ,exhibitory,exhibition 
Environmental organizations hold [MASK] annually to increase public awareness of endangered wildlife. ,distractions ,rituals ,conferences ,corrections ,conferences 
"With a membership card at Taylor’s Department Store, shoppers can purchase a brand new microwave oven [MASK] only $175. ",for,on ,in ,by,for 
Davy Nesmith brought [MASK] computer to the shop to have it fixed only to discover that it was closed for the week. ,his,he ,himself ,him,his 
"[MASK] the flu outbreak is expected to spread, the public has been advised to get flu shots and wash hands frequently. ",Although,During ,Due to ,Since,Since
The excavators found an exquisite gold ring [MASK] the clay pottery shards that had been salvaged. ,along,among ,toward ,about,among 
Members are encouraged to actively [MASK] in the literacy program by sponsoring a child’s education. ,participative,participate ,participating ,participation,participate 
"Poso Plus, a Lapland-based company, is the [MASK] manufacturer of fuel storage tanks in Europe. ",exciting ,leading ,recovered ,adopted,leading 
"After meeting with the architect to see the blueprints, Mr. Kahan seemed [MASK] with the proposed design of his shopping mall. ",pleasurably ,pleasant ,pleasurable ,pleased,pleased
"Ted Domingo purchased a [MASK] car at a good price, but he has had to bring it to an auto mechanic twice since then. ",use,used ,using ,uses,used 
The director accompanied the administrative head to the [MASK] to determine if it was suitable for headquarters. ,asset,challenge ,site ,range,site 
"A tour group from Brussels visited City Hall, [MASK] was built in 1908 and has recently been renovated. ",who,it ,whose ,which,which
The environmental organization held a free seminar [MASK] the problem of habitat loss in the country. ,to highlight ,highlights ,highlighted ,highlight,to highlight 
Customers are willing to purchase the latest model of a gadget [MASK] it has more advanced features. ,as long as ,even though ,in case of ,due to,as long as 
"The outgoing director said that although he is resigning, he [MASK] to continue working in a consultant capacity. ",reserves,intends ,achieves ,expresses,intends 
One of the board members is expected to serve as interim director for a period of three months [MASK] the company president retires. ,once ,unless ,without ,despite,once 
Mr. Holcomb was pleased with Izo Electronics’ services because his television set was delivered [MASK] and in excellent condition. ,promptly ,prompted ,promptest ,prompting,promptly 
The Internet was extremely sluggish this morning because the [MASK] is shared by thousands of subscribers and slows down when many people are online. ,cooperation ,transfer ,allowance ,connection,connection
[MASK] with government laws on earphone use in public places will reduce the incidence of accidents on stairs and streets. ,Patience,Compliance ,Enterprise ,Compromise,Compliance 
"The marketing manager, [MASK] once worked for a competing firm, is determined to increase profits by one hundred percent. ",who,whose ,which ,whom,who 
Expired medication should be [MASK] disposed of to prevent it from entering the water supply and causing a safety risk. ,properly,expressly ,favorably ,internally,properly 
"Price quotes for bulk orders of printer paper, office stationery and other paper supplies may be requested from the [MASK] . ",manufacture ,manufacturer ,manufactures ,manufactured,manufacturer 
"As a [MASK] measure, credit card holders should purchase goods only from well-known companies that have secure websites or that provide contact information. ",wary ,collective ,screened ,protective,protective
Electricians were hired [MASK] the air conditioner and replace the light bulbs in the reception area. ,repair ,has repaired ,repairs ,to repair,to repair
Lumos Shutters League will hold workshops that are [MASK] to teach amateur photographers various shooting styles and techniques. ,intentionally ,intends ,intention ,intended,intended
"The candidate inquired about the [MASK] of the interview, considering she had another appointment later in the afternoon. ",current ,length ,speed ,quality ,length 
"Xansan Kinetics earned $2 million in profits for the first quarter this year, a 10-percent increase compared to the [MASK] period the previous year. ",correspond ,corresponding ,corresponded ,correspondingly,corresponding 
"To meet unexpected demand during the year, the administration agreed to hire five new workers on a full-time [MASK] . ",basis,support ,matter ,essence,basis 
The country's tourism department recorded more than a million international [MASK] for the month of May. ,visitor,visited ,visitors ,visiting,visitors 
"At a televised press conference, the CEO [MASK] that Royal Printers had purchased Silver Network Company. ",retained,displayed ,announced ,witnessed,announced 
The cooks have been trained to constantly taste the dishes they are preparing [MASK] serving them to diners. ,since,once ,before ,besides,before 
"Although the institution made the announcement only today, the hall for the seminar was [MASK] filled up. ",anyhow,closely ,almost ,extra,almost 
The window dresser designed such a beautiful [MASK] that shoppers crowded around the whole day to see it. ,display,displayed ,displaying ,to display,display 
"As a twenty-fifth anniversary offering, Skyline Records produced a compilation [MASK] rock songs composed by British artists. ",with ,for ,in ,of,of
Early [MASK] to the marketing conference is encouraged in order to receive a 10 percent discount on total fees. ,analysis ,program ,significance ,registration,registration
Developments in medical technology have allowed doctors to [MASK] diseases in their early stages with greater accuracy and speed. ,reflect ,seize ,diagnose ,correct,diagnose 
"If you are interested in [MASK] the workshop on entrepreneurial ventures, please contact Sandra Ericta at 555-1414 before May 15. ",attend,attends ,attending ,attended,attending 
"Even though Sally seems to work [MASK] , she always gets her assignments done ahead of the other workers. ",nearby,readily ,slowly ,weekly,slowly 
The event organizers informed participants that the [MASK] was postponed because the venue had to be changed. ,compete,competitive ,competed ,competition,competition
"Only a few experts are capable of [MASK] restoring a painting, and the museum must be careful to hire the best. ",conclusively ,skillfully ,customarily ,differently,skillfully 
