question,1,2,3,4,answer
"The quality of programs for young children is _ determined by the knowledge, experience and training of the staff. ",largely ,deeply ,formerly ,gravely,largely 
A banquet is scheduled for next week in order to _ the exceptional job performance of Maria Hollis. ,hold ,honor ,search ,include,honor 
The executives of the company will gather to make suggestions for _ staff productivity.,improve ,improved,improving ,improvement,improving 
"_ that you cannot come in person to receive the award, your proxy should present her identification as well as yours. ",Despite ,In the event,Except ,So ,In the event
"After several weeks of _ , the union leaders were finally able to agree on a compromise with management.",negotiate ,negotiation,negotiator ,negotiated,negotiation
You should make sure that your support belt is _ fastened whenever you are on the loading dock. ,mainly ,totally ,securely ,recently ,securely 
The beautification project _ to be completed by the end of this month will begin next Monday. ,is scheduling ,has been scheduled ,being schedule ,scheduled ,scheduled 
It was reported that _ half of the workers have a part-time job to better satisfy their financial needs.,roughly ,widely ,fairly ,broadly ,roughly 
"After making a series of checks, the inspectors determined that the building conditions are _ adequate. ",enough ,poorly,too much ,more than ,more than 
That the company will see a great rise in sales during the next year is obvious since _ product quality has greatly improved. ,its ,her ,our ,theirs,its 
The company's sudden _ to close one of its branches has attracted much criticism from the employees. ,decide ,decision ,deciding ,decisions,decision 
"Because the new system was installed only a month ago, its impact on production has _ to be evaluated. ",already ,also ,even ,yet,yet
This quarterly report _ the performance of many leading international corporations from the investors' viewpoint. ,summarizing ,have summarized,is summarized ,summarizes ,summarizes 
"_ the fourth consecutive year, sales of transportation equipment have shown a double-digit growth rate. ",Since ,For ,Among ,As ,For 
Both parties must _ to the terms of the contract no matter what the consequences are.,honor ,observe ,comply ,adhere ,adhere 
"When the clothing company announced _ retirement pay and benefits, many workers applied for voluntary retirement. ",envious ,attractive ,spacious ,sensitive ,attractive 
At the plant a group of _ had an opportunity of watching at close distance the way computer chips were being made. ,representation ,representatives ,representing ,represent ,representatives 
We might need more chairs and copies of handouts _ how many attendees turn up for the presentation. ,although ,regardless ,because ,depending on ,depending on 
The _ most important factor in academic success of a child is the parents' involvement in the education.,single ,alone ,separate ,excluding ,single 
We are planning to interview a few women who _ outside their home and raise their children successfully.,labor ,occupy ,employ ,apply ,labor 
"We at Crimson Pub are grateful to you for your patronage, and hope you will be able to use the enclosed _ dining coupon. ",customary ,complimentary ,participatory ,mandatory ,complimentary 
Effective financial analysts collect as many data as possible before writing and revise their finished report _ .,next ,behind ,afterward ,early ,afterward 
A new Premium Savings has advantageous interest _ based on the customer's account balance.,rating ,rate ,rated ,rates ,rate 
"In the midst of the slump, a _ demand for home electronics products continued to decline worldwide.",substantial ,substantiality ,substantially ,substance ,substantial 
The supervisor and her subordinates will be severely reprimanded _ submitting inaccurate data in the report. ,for ,while ,without ,due ,for 
We need to revise the published contract with Corporation in order to _ some of the clauses more accurate.,suggest ,allow ,make ,clear ,make 
Customers will be able to take advantage of _ working hours of the Central Bank starting on November 1. ,extended ,extension ,extending ,extension ,extended 
Online banking service has made individual financial data _ available to account holders. ,readily ,urgently ,carefully ,separately,readily 
"With the continuous efforts made by environmental groups, the amount of pollutants has dramatically _ . ",decline ,being declined ,declining ,declined,declined
"Apparently, your agent was not _ to listen to my complaints when I called her.",assertive ,optimistic ,willing ,visionary ,willing 
The museum was unable to display the artist's works due to insufficient _ .,fund ,funded ,funding ,to fund ,fund 
The advertising campaign has contributed _ to the success of the new book. ,significant ,significantly,signify ,significance ,significantly
The manufacturing firm _ Ms. Zerry is working is located near the airport. ,what ,which ,where ,whose ,where 
Any employee who remains in the office after 10 p.m must report their _ to the security department. ,opening ,occurrence ,insistence ,presence ,presence 
Computers are an integral part of our business so it's important to keep _ in working order at all times.,it ,they ,ours ,them,them
"Dr. Zumer, a _ writer for the magazine Cook and Joy, has been working as a chef of the Summit Hotel.",contributing ,depending ,respective ,signifying ,contributing 
The new album of the increasingly popular guitarist John Hayashi should be ready for release _ early next year. ,under ,in ,by ,on,by 
Many companies that manufacture or sell tobacco products spend much on _ .,advertise ,advertising,advertises ,advertised,advertising
All applications for the position of Mint Library Director will be _ to the human resources department.,forwarded ,encouraged,informed ,trained,forwarded 
"Before Ms. Brooks left the company, she _ her resignation to the head of the department.",submits ,was submitted,submitting ,had submitted,had submitted
Any changes _ the location or schedule of the fund-raising campaign will be posted on the bulletin board.,regard ,were regarding,regarded ,regarding,regarding
The current health club policy is expected to remain in effect _ the end of the year. ,between ,until ,forward ,by,until 
The board of directors has decided to donate the _ from the auction to local schools.,proceed ,procedures ,proceeds ,proceeded ,proceeds 
Errors or omissions on this shipping list should be reported _ to the shipping department.,presently ,dramatically ,promptly ,favorably,promptly 
The next marketing campaign should be successful _ the company will face enormous financial risk. ,so ,barring ,if ,or,or
"Many electronic components, _ are made by foreign companies, often can not be used for domestic products. ",who ,whom ,which ,that,which 
Mr. Berman was asked to supervise the changes that were about to be _ to the database.,taken ,fallen ,made ,assessed,made 
"At the board meeting, the finance department complained that a lot of money is _ on unnecessary paper use.",waste ,wasting ,wastes ,being wasted,being wasted
Only a few members of the board have the _ to approve changes to the prices of company goods. ,overview ,policy ,authority ,claim,authority 
We should thoroughly examine _ the contract amendments before making a final deal.,all ,whole ,every ,entire,all 
"If any of the appliances turn out to be defective, we will happily replace them with _ .",other ,each other ,others ,the other,others 
Mr. Papas was accused of _ providing untrue information during the _ contract negotiations. ,knowingly ,mainly,tightly ,accurately,knowingly 
"If you encounter any problems with the equipment, please call your _ service representatives.",localizing ,local,localize ,locally,local
Attendance at weekly staff meeting is _ for all full-time employees. ,mandate ,mandating,mandatory ,mandated,mandatory 
"After Unified Bank and Trust had computerized its accounts, efficiency increased _ .",notice ,noticed ,noticeably ,notices,noticeably 
Every member of the board had to accept the idea of Mr. Lam since he argued very _ . ,highly ,immediately,persuasively ,regularly,persuasively 
Mr. Hodge wants to revise the terms of the contract _ signed when he entered the company three years ago.,his ,himself ,he ,him,he 
You can freely present any problems with our delivery service by filling in a _ form.,complaining ,complains,complained ,complaint ,complaint 
You can cancel up your product order until 4pm today _ calling our retail service number.,because ,from ,by ,among ,by 
"Before she left the company, Ms. Gutiez hired a suitable _ to fill her position.",condition ,replacement ,accommodation ,measure ,replacement 
The last _ of paper samples was delivered to your office the day before yesterday. ,shipment ,procedure ,analysis ,relation ,shipment 
"We must delay the launch of our new software, because the developers are behind _ . ",program ,schedule ,development ,argument ,schedule 
Please be _ that we will do our best to respond to any concern you may have in the future.,assured ,dedicated ,decided ,indicated ,assured 
"Even after _ negotiations, a mutually agreeable agreement has not yet been reached.",repeat ,repeated ,repeating , repeats ,repeated 
The special sessions were planned _ familiarize employees with the new auditing procedures. ,to ,for ,in ,as,to 
"Of the three proposals, Mr. Lewis was _ impressed with the one Frank submitted. ",efficiently ,strictly ,particularly ,tightly ,particularly 
"When _ a contract, it is very important to examine all aspects of the contract in detail.",negotiating ,necessitating,refreshing ,restoring,negotiating 
"As far as I know, Ms. Tirano was the only person who was in the room at the time of _ . ",deliver ,delivers ,delivering ,delivery,delivery
Train service will be temporarily suspended from 5 pm to 10 pm Monday for _ . ,maintain ,maintains ,maintaining ,maintenance ,maintenance 
The Milltown Cinema's outdoor cafe will be closed _ the winter months.,about,out of,next to,during,during
Daily guided tours of the warehouse _ at 10:00 a.m. in the reception area on the first floor.,begin,begins,to begin,beginning,begin
Most of the new houses for sale on Seegers Island are _ priced and in excellent condition.,moderate,moderated,moderately,moderation,moderately
Employees must receive _ approval for any travel that will be reimbursed by the company. ,close,past,prior,late,prior
Next year Khosun Industries will _ several employees to work in the new factory in Kuala Lumpur. ,sent,send,sends,sending,send
The Bemier Company's financial reports are typically published in _ English and French. ,neither,yet,so,both,both
"Dr. Varagas will soon retire, ending _ distinguished 30-year career as a research scientist with Gillan Laboratories. ",she,hers,her,herself,her
All members of the sales team are grateful for Michael Dreman's substantial _ to the project over the last six months. ,assurance,dependence,obligation,contributions,contributions
a _ from Jensen-Colmes Corporation will be happy to meet with prospective job applicants at the Westborough Job Fair. ,represent,representing,representative,representation,representative
Visitors to the library are asked to speak _ and keep conversations brief when in the main reading room.,quiet,quietly ,quietest,quietness,quietly 
Telephone-conferencing equipment is _ available in every meeting room in the Judson Building. ,once,now,night,far,now
"Saturday's clearance sale will reduce old stock and make room for next season's products, _ will arrive very soon.",when,what,where,which,which
Visitors must sign in at the security desk and provide photo _ identification in order to _ visitor passes.,obtain ,design,report,involve,obtain 
"As part of its business expansion _ , Ausgaard Automobiles plans to launch a line of small utility trucks.",strategize,strategic,strategy,strategically,strategy
The department-wide changes suggested _ Ms. Juntasa received unanimous approval from company management. ,in,of,by,as,by
"Marsden Manufacturing, Inc. is hiring temporary workers to address the present _ for greater personnel resources.",measure,denial,demand,claim,demand
Candidates for positions at Pereira Consulting should answer the questions on the application form as _ as possible. ,accurate,accuracy,accuracies,accurately,accurately
Crown Corporation has been the nation's _ commercial supplier of fabric dyes for over 25 years.,leads,leader,to lead,leading,leading
The community swimming pool is not to be used at any time _ a trained lifeguard is on duty. ,in fact,unless,in case,otherwise,unless
Researchers at Firmatek Synthetics are working on a new material that will be twice as _ as ordinary concrete.,durably,durable,durability,durableness,durable
The exhibition of German sculpture will be on _ for the next twelve weeks at the Richter Art Museum.,display ,appearance,arrangement,survey,display 
A competent project manager makes sure that the work involved in a project is assigned _ .,equally ,equal ,most equally ,more equal ,equally 
"In order to _ late fees, please pay the entire balance no later than the due date.",credit ,avoid ,renew ,destroy ,avoid 
"If its estimate _ more competitive, Maley Construction would have been the main contractor.",has been ,had been ,was being ,were being ,had been 
Many young employees say that they would prefer more vacation time _ a pay raise. ,with,to ,from ,rather ,to 
"Because of the recent stock market crash, investors are _ about entering the market again.",caution ,cautioned ,cautious ,cautiously,cautious 
Dell is one of the biggest computer software companies _ to expand its operation in SouthAmerica.,simple ,frequent ,common ,eager,eager
_ we installed the new accounting software the number of complaints from customers about billing errors has almost doubled.,When,Before ,Since ,After,Since 
I read Rita's comments on the proposal and I honestly think mine has a lot more detail than _ . ,her ,she's ,herself ,hers,hers
I found a beautiful covering for the dining table but unfortunately they didn't have _ napkins. ,match,matches ,matching ,matchless,matching 
Normally i _ to work but today I decided to take the subway because of construction on the highway.,come,go ,drive ,ride,drive 
_ we have branches in six European countries and four in Asia and will be opening one in South America next year.,Shortly,Soon ,Currently ,At once,Currently 
The discount can be _ only to purchases above one hundred dollars from the sporting goods department.,apply,applied ,application ,applying,applied 
"The writing for the ad has already been _ by Tom, so it can go to the newspaper now. ",enriched,surpassed ,approved ,excelled,approved 
_ we have made several changes to this model our sales are still far behind those of our competitor.,Despite,Even ,Even though ,In spite,Even though 
"As long as they have their video games and some toys, the children can amuse _ quietly. ",them,they ,their ,themselves,themselves
"I plan to just stay at home, make a few house repairs, and do a lot of reading _ my vacation. ",while,during ,in ,whenever,during 
This one is much cheaper than the other but the quality is so _ that I think it would not be a wise purchase.,inferior,less ,smaller ,lower,inferior 
It is said that Ralph is leaving but I don't think it will be difficult to find a _ replacement for him. ,suitable,suitability ,suitableness ,suitably,suitable 
The three of us can manage to finish this on time _ it would certainly be easier if we had one or two more people to help. ,regardless,whatever ,even if ,although,even if 
These telescopes are part of a larger program to search for _ in space. ,intelligent,intelligently ,intelligence ,intellect,intelligence 
"Because of the recent _ in sales, we have decided to buy some radio ads.",adjustment,decrease ,application ,revision,decrease 
"Beginning today, the only keys to the supply room will be Fred's and _ . ",you,your ,yours ,yourself,yours 
The movie _ me so much that I actually fell asleep about half way through it. ,bores,bored ,is boring ,was bored,bored 
_ seven people will attend the meeting so we can use the small conference room rather than the larger board room. ,At least,Only ,Over ,Enough,Only 
There will be parties and parades all week as the country celebrates its _ from its former colonial rulers.,independent,independently ,independence ,dependence,independence 
I might make more sometimes as a salesman but I prefer to have the _ income that my office job gives me. ,unpredictable,stable ,elusive ,steadily,stable 
This office space doesn't allow much room for future expansion of our staff but it should be _ for the next year or two.,decent,adequate ,inadequate ,bearable,inadequate 
This year the lawn care exhibition will _ place outdoors at the valley garden grounds. ,some,take ,hold ,in,take 
We have already received _ responses from people interested in buying the boat.,several,much ,variety ,plenty,several 
Now and then the machine might run badly but after a few minutes it will correct _ . ,it,its ,it's ,itself,itself
There are eleven staff and we have only eight seats available so if _ asks to come we will have a problem.,anyone,someone ,no one ,everyone,anyone 
It's over a month since Kelly and Scott went to Chicago and I still haven't received _ initial report.,they,those ,this ,their,their
The fire damage was so serious so it's good that we _ by a good insurance policy.,cover,covered ,are covered ,are covering,are covered 
The company has made a profit every year since it was _ in 1924.,erected,compiled ,established ,installed,established 
We won't know how much _ for next year's budget until we have the final total for this year's expenditures. ,request,requesting ,to request ,will request,to request 
"Contrary _ the predictions of the analysts, the economy has become stronger over the past six months. ",with,to ,by ,at,to 
My boss _ my plan to reorganize the marketing department after six months of negotiations.,listed,admired ,approved ,excelled,approved 
"_ he submitted his proposal over a month ago, he still hasn't had any response.",Even,Although ,However ,In spite,Although 
We will run ads on all of the local radio stations and hold _ events in the larger shopping malls on weekends.,promotional,exceptional ,specialty ,particular,promotional 
A copy of the _ contract has been sent to the lawyer and he will call us after he has read it.,revised,imported ,enacted ,expressed,revised 
A bell sounded because his _ speech had run past the time limit and the next speaker will take the stage.,accept,accepted ,acceptance ,accepting,acceptance 
"Today for lunch, _ going to Mario's for spaghetti again, why don't we have a hamburger",rather,instead ,instead of ,alternatively,instead of 
We have been experiencing a serious _ in sales recently and might have to fire some people. ,increase,level ,step ,decrease,decrease
Everyone in the company is _ and loyal because we have a very good profit sharing plan. ,industry,industrious ,industrial ,industriously,industrious 
"Before the change, I knew exactly what I wanted to do but now I am _ .",sure ,surely ,unsure ,sureness,unsure 
We'd like to start building right away but need final confirmation from the city _ .,to proceed,procedure ,procession ,procedural,to proceed 
The boss _ my request for extra vacation time so I will be able to take that trip to Africa. ,refused,approved ,stated ,released,approved 
It was a big investment for us to make but after only two years most of the costs _ .,recover,recovered ,are recovering ,have been recovered,have been recovered
We cannot buy any new office equipment until the bank _ our loan or we sell more.,approves,persuades ,rejects ,prefers,approves 
It was _ to me the plane wouldn't leave on time because the weather was so bad.,clearly,unlikely ,apparently ,obvious,obvious
I used to pay close attention to everything he wrote but i _ his columns for the past few years. ,follow,followed ,haven't followed ,have been following,haven't followed 
If the application is not _ completed it will automatically be rejected by the judges.,positively,properly ,apparently ,definitely,properly 
Sometimes it is hard to be effective if you operate strictly _ the guidelines.,in,with ,within ,inner,within 
He gets a lot of penalties because he is _ an aggressive player and breaks many rules.,much,so ,too ,such,such
It's a much too _ calculation for me to do without using a computer and special software.,complex,complexion ,complexly ,complexity,complex 
"When I started here, Marion gave me some _ advice about how to deal with the boss and I really appreciated it.",useful,useless ,functional ,serviceable,useful 
On a trip to Switzerland we stayed at a _ little cottage high up on a mountainside. ,charm,charmed ,charming ,charmingly,charming 
If you follow the instructions carefully and completely you will quickly learn the easiest _ to change the filters.,method,proceeding ,routinely ,operation,method 
"Before we decide _ to manage this project, I'd like to know more about the people you are considering for it.",who,who’s ,whom ,whose,who’s 
The award was so unexpected that I just didn't know how _ to the applause.,react,reacting ,to react ,reacts,to react 
Evans is _ regarded as the best lawyer in the country for this type of case.,widely,general ,typically ,on average,widely 
My son is a good basketball player but his younger sister is _ better!,also,even ,more ,as well,even 
I just don't understand what some of these _ from my paycheck are about. ,decreases,discounts ,minuses ,deductions,deductions
"He made his first million dollars by _ unwanted, useless land in Florida to people in New York.",sell,sold ,selling ,to sell,selling 
"It seems that the company will hire someone new, so neither Paul _ mary will be given the promotion.",and,or ,but ,nor,nor
There are some important changes you should read in the 3rd chapter of the newest _ of his book. ,verse,version ,versed ,versus,version 
I expect the Board _ its earlier decision about expansion after the members have considered these new facts.,to reverse,reversed ,are reversing ,have reversed,to reverse 
More than twice _ many applications for summer jobs were received this year than last year.,as,if ,so ,too,as 
The _ of the play I saw in London was much better than the one I saw in New York City.,produce,producing ,production ,product,production 
Thank you for your interest and you will be informed _ our decision with an e-mail.,by,with ,of ,to,of 
The award was created as _ for the staff to think of ideas that help make our systems better.,encourage,to encourage ,encouraging ,encouragement,encouragement
I arrived _ for the meeting so I missed the entire discussion about the western branch.,late,latest ,of late ,lately,late 
That farmland we bought has proven to be one of our most _ investments.,profit,profitably ,profitable ,for profit,profitable 
We have been very good friends _ he moved into the neighborhood ten years ago.,after,while ,during ,since,since
You must let me know immediately _ someone from head office calls or faxes us.,while,that ,whenever ,should,should
He _ to work with my brother when they both lived in Berlin in the early 80s.,is,used ,wants ,expects,used 
My friend's house is located between the seashore and a very _ tropical forest.,packed,dense ,crowded ,solid,dense 
Visitors must complete the visa application by _ and not rely on travel agents to perform this task. ,they,themselves ,them,their,themselves 
"Customers may choose _ standard shipping or, if their order qualifies, express shipping.",either ,both,and,as,either 
Please show _ for other train passengers by turning off your mobile phone.,consider,considerate,considerately,consideration ,consideration 
"For _25 years, Gesting Office Designs has been providing high-quality office furniture to businesses in the Abington area.",along,within,still,over ,over 
The sales office of Deltor manufacturing makes every effort to _ to e-mail inquiries within two business days. ,responding,responded,respond ,response,respond 
Dr. Gupta’s report contains a _ description of the methods used by Bedford Laboratory researchers.,length,lengthy ,lengthily,lengthen,lengthy 
The new manufacturing plant will require 20 percent less power to operate than the _ plant did. ,previous,immediate,multiple,considerable,previous 
Employees are asked to call the help desk at extension 4357 for _ with any technical difficulties.,assistant,assisted,to assist,assistance ,assistance 
Ms. Clark will review the forth-quarter statistics _ they are complied. ,upon,before ,from,around,before 
"Sales records for Bowie, Crofton, and Landover stores indicated a _ rise in the purchase of computers for August and October.",notice,noticing,noticeable ,noticeably,noticeable 
Mr. Weber will be responsible for _ that safety procedures are followed by all Edwick Construction employees. ,ensuring,ensured ,ensure ,ensures ,ensuring 
"_ of the rent for the property at 201 Huam-dong, Yongsan-ku, Seoul is due on the first day of each month. ",Location ,Building ,Renovation ,Payment ,Payment 
"At the Hagen-Braun Advertising Festival, the marketers of Belleza Shampoo were awarded first prize for their _ television commercials.",innovative,undivided ,possible ,convenient ,innovative 
"All members of the human resources department, _ the director, will be attending the stress-management seminar.",among,together ,including ,because ,including 
"From his childhood, portrait painter William Hatch has _ lived near Glinstone Park in a home built by his grandfather.",quickly ,always ,ever,yet ,always 
The GE Technology employees _ are considering buying a house are invited to a free real estate seminar on Friday at noon.,where,whoever,who ,when,who 
"Ms. Brown _ threw away her copies of this month’s sales contracts, so she had to have new ones printed.",mistake ,mistakes ,mistook ,mistakenly,mistakenly
The executive board will proceed with negotiations _ since the proposed terms of the merger require thorough examination.,caution ,cautiously ,cautions ,cautioning ,cautiously 
The fact that the great inventor Joaquin Ortega was born here is a source of great _ for the town people. ,pride,image ,courtesy ,propriety ,pride 
"Sales of Keen Rock products have increased substantially in the past year, a fact that some _ to Roland. Galvan's leadership.",suggest ,report ,attribute ,estimate ,attribute 
"As part of the study, customers were given samples of two different fruit juice with brand labels _ concealed.",purposeless,purposing,purposeful,purposely ,purposely 
The outdoor markets in the center of the city have become so crowded with tourists that many local residents avoid downtown shopping _ .,altogether ,whenever,hardly,never,altogether 
The Locker Banquit Hall _ for the September 12 employee appreciation dinner. ,reservation,has been reserved ,reserving,to be reserved ,has been reserved 
Parkington Apparels is attempting to increase sales by advertising to a younger _ . ,policy,collection,system,audience ,audience 
"After undergoing extensive renovation, the Art Center has _ reopened to the public.",shortly,annually,finally ,closely,finally 
The ability to _ effectively with others is of great importance for managers.,face,initiate,familiarize,interact ,interact 
"On Wednesday, the presidents of both companies will _ the agreement.",inform,talk,appear,sign ,sign 
"In the event _ rain, the concert will be moved indoors to the Jackson Auditorium.",of,in ,on ,to,of 
Street repairs in North Aston are likely to cause _ in the delivery of supplies in local restaurants. ,delaying,delayed,delays ,be delayed,delays 
The team of the meteorologists led by Sean O'brien is _ to providing accurate weather forecast to the local community. ,dedication,dedicated ,dedicating,dedicative,dedicated 
"To support new project development, Kokoi Corporation has held _ among its employees for creative proposals. ",competes ,competing ,competitions ,competitively ,competitions 
"_ operate the TRX 200 food processor, users must first remove the safety lock.",Instead of ,Regarding ,In order to ,While ,In order to 
Mr. Johnson won this year's Best Employee award for his _ service and achievement. ,exception ,exceptionally ,exceptional ,excepted ,exceptional 
"To encourage employees to attend the company soccer team's first game, _ tickets are available in the personnel office.",renewed,sealed,discounted ,traded ,discounted 
New accountants at Quin Financial Services must take a three-month training course before they are _ accounts to manage. ,assigned ,received,acquired,earned ,assigned 
This year Crestmont paper's main objective has been to establish even _ ties between its domestic and international divisions.,strong,stronger ,strengthen,strongest ,stronger 
"With more than 40 train and bus lines, Markham City has an _ public transportation system.",extensive,imperative,eventual,attachable,extensive 
"With its commitment to outstanding service, Shimizu Company _ its highest profits ever in the last quarter.",supposed,recorded ,proved,involved,recorded 
"The person _ job is to process new applications is Ming Li, the human resources manager.",what ,her,whose ,this,whose 
"The tour group left for Paris, _ they had not received their complete itinerary from the travel office.",because of,in spite of,so that,even though ,even though 
The news of the losses suffered by our troops was _ worse than expected. ,well ,enough,much ,very,much 
"According to the chief accountant, Sandra doesn't have _ experience in her field. ",substantial ,sustainable,considerate ,substitute,substantial 
"_ reading and the meaning of these sentences will become clear to you, and try to avoid rereading words and phrases.",Continue ,To continue,Continuing ,Continued,Continue 
_ passengers that are continuing on to another destination should report to the transfer desk immediately upon arrival in New York. ,All ,Each,Every ,Much,All 
"I haven't seen any movies since I saw ""Titanic"" three years _ .",ago ,before,period ,after,ago 
"_ many years of study, the Korean student still finds it difficult to get accustomed to various aspects of American culture. ",Because ,Although,Despite ,But,Despite 
This particular characteristic will distinguish our products from _ of other companies. ,that ,those ,which ,what,those 
The union _ a pay raise first before starting the annual labor and management talks.,put on,put out ,put in for ,put off ,put in for 
"The manufacturer said that he will _ a financially troubled food company, which will have an important effect on future competition.",acquire,inquire,require ,enquire,acquire 
"One of your salespersons suggested a 20% discounted rate, but _ said that we would have to pay the whole price. ",others ,other,either ,another,another
P&G Entertainment has sponsored the music festivals for the last three years. LVMH inc. provides its employees _ excellent fringe benefits.,for,with,to ,of,with
Many prospective home buyers must prove their financial difficulties in order to apply for _ loans. ,domestic,government,mortgage ,public,mortgage 
Professor Collins will _ his students to apply for the scholarship.,let ,have,encourage ,make,encourage 
The introduction of the new manufacturing process will double _ number of orders for the product.,a ,the ,a great ,all,the 
"Mr. Jack, the account manager who was hired recently, appears _ the perfect profession for him.",to discover,to have discovered ,to be discovered ,discovering,to have discovered 
It is essential _ confidence when you have a job interview with company executives. _,to show,show ,shows ,showing ,to show
Health care professionals recommend that we eat sea food as often as possible _ it contains less fat than most meats. ,though ,since,except ,due to,since
You will continue to profit from this machine _ you perform regular maintenance checks. ,except ,as long as,unless ,during,as long as
"In order to keep an _ relationship for a long time, a satisfactory agreement must be both reached and signed.",amicable,hostile,hospitable ,fertile,amicable 
The conditions for promotion are clearly _ in the recently distributed employee manual.,specify,specification ,specifying ,specified ,specified 
"Turbo Tech, one of the leading companies in computer software, is moving its headquarters to a new industrial _ .",complicate ,complex,complexity,complication ,complex
The cost of studying in the United States for two years would be _ to buying a two-room apartment in Korea. ,competitive ,competent,comparable ,comparative,comparable 
"_ the new management, the electrical company will have lots of radical changes.",To,Under ,For ,Between ,Under 
The general manager will go on a vacation at the _ of the project. ,complete,completely ,completion ,completed,completion 
The author _ the right to change the details without prior notification to the publishing company. ,reserves,competes,admits ,observes ,reserves
The foreman _ me about the new manufacturing process. ,told,gave,said ,suggested,told 
The two companies are supposed to announce today that they will _ by the end of this year. ,merge ,emerge,merger ,merged,merge 
The corporation should _ their workers for any injuries sustained at work.,complement,compensate ,compliment ,complain,compensate 
Find the computer file _ we usually store all of the investment data. ,what ,where ,when ,which ,where 
Engineers should be _ that the effect of their work depends on their thorough understanding of the manufacturing process. ,aloof ,aware ,awake ,assure,aware 
All section managers know that factory accidents can be _ if all the employees are trained to work in the proper safety procedures.,restrained ,prevented ,forbidden ,hesitated,prevented 
The reduction in car sales can be directly _ to increasing vehicle sticker prices.,attrition,attributed ,distributed ,attracted,attributed 
"Every year, millions of people _ their money to Plan International's charity drive to help starving children. ",donate ,donations,donors ,donates,donate 
Last week the Department of Commerce announced a plan to introduce a new bill _ such actions. ,outlaws ,to outlaw,outlawing ,outlawed,outlawing 
_ is necessary for all trainees to complete a 3-day orientation course before they start work. ,That,What,If ,It,It
The company which became incorporated last year _ stocks to expand its business.,posted ,dispensed,announced ,issued ,issued 
The company executives met with the analyst _ report was published last month. ,who ,whose ,whom ,what,whose 
"In spite of many challenges to beat them, Apple is _ the top manufacturer in the telecommunications industry.",already ,still,soon ,quickly,still
Those who want to look around this assembly line should wear _ equipment.,protecting,protective,protect ,protected,protective
Several employees _ work in accounting have calculated the average gross income of the city.,which ,whom ,they ,that,that
Employee health care is the _ largest overhead expenses for most manufacturing companies in the US. ,alone ,separate,single ,excluding,single 
The city of New York launched a comprehensive yard waste program in order to treat its garbage as _ as possible.,most efficient ,efficiency,efficient ,efficiently,efficiently
The new executive director _ ever spends a day in the main office because of too many business trips abroad. ,quite,hardly,sometimes ,never,hardly
Those souvenirs are made _ material native to this area.,of,by ,for ,from ,of
The _ report has not been issued yet because of many technical problems. ,offer ,office,official ,officious,official 
All representatives _ in the negotiations are reported to be doing their best to reach a fruitful conclusion. ,participate ,participation,participating ,participated,participating 
"On the recommendation of the executive board, the chairman made up his mind to cancel the _ ceremony.",inauguration ,launch ,installation ,inculcation,inauguration 
The number of cars _ parked around the station is drastically increasing.,illegal ,illegally ,illegitimate ,incidentally,illegally 
I'd like _ by next Monday how much assistance you will need. ,know ,to know ,knowing ,known,to know 
The bank teller successfully _ the balance from his account to the other without being noticed. ,transmitted ,transported,transferred ,transgressed,transferred 
The supervisor could immediately find out _ the items were located. ,where,which,if ,that,where 
The average Korean has _ taller in recent generations.,grow ,to grow,growing ,grown ,grown 
The president ordered that we _ the best computer to match our system. ,buy,to buy,buying ,bought,buy
The company is expected to allocate more _ for the development of new products.,resources,resourceful ,resourcefulness ,resourcefully ,resources
The security guards were required to _ the names of the correspondents attending the press conference.,refer,check,notify ,ensure,check
a _ of six years’ experience in a management position is essential.,minimize,minimum ,minimal ,minimization,minimum 
The products can be purchased _ our qualified dealers and nationwide outlets.,to,from ,of ,for ,from 
Financial conditions of the company have become worse since it failed _ the new products successfully. ,market ,to market,marketing ,markets,to market
Doctors and _ health care experts agree that aerobic exercises should be part of any exercise routine. ,other,another ,others ,the others,other 
"As soon as you _ the schedule, please notify us of the result.",confirm,will confirm,to confirm ,confirming,confirm 
All the employees _ in the project will be invited to attend the seminar. ,interest ,to interest,interesting ,interested ,interested 
Mr. Thomson failed to complete the sales report by the due date _ he worked overtime during the whole week. ,with all ,despite,even if ,even though ,even though 
Mr. Jackson was recently _ to the Madrid branch office.,transit,translate,transferred ,transmitted,transferred 
The country has an excellent _ to decrease its budget deficit.,popularity,regularity ,celebrity ,opportunity ,opportunity 
"If the royalty payment is _ , you will have to pay some interest on the outstanding balance. ",overdue ,quick,sluggish ,prompt,overdue 
Japan's major commercial banks posted record operating profits this _ year.,local,fiscal ,historic ,busy,fiscal 
"After receiving a warning message of a possible bombing, the flight touched _ at a nearby airport. ",down,through ,for ,in ,down
The candidate wanted to _ into the internship program at Multimedia Corporation.,accept ,be accepted ,have accepted ,accepted ,be accepted 
The employees and members of their immediate families are not _ for the prize sweepstakes.,permissible ,allowable,eligible ,dependable,eligible 
The report of the organization in this year helps customers _ the appropriate computer products. ,select,selects ,selecting ,selection ,select 
The room rates of the hotels in Hawaii _ according to the season. ,vary ,variation,variable ,various,vary 
A smart consumer gets the tele-marketer _ his phone order in writing.,confirming ,confirmed,confirm ,to confirm,to confirm
"With its sales subsidiaries _ the world, the company is developing its global reputation. ",along,around ,below ,beside ,around 
The salesperson _ us that the company will refund the full price if we are not satisfied with the product. ,explained ,informed,expressed ,inquired,informed
